역명,환승,소요시간,1001,1003,1005,1007,1009,1011,1013,1015,1017,1019,1021,1023,1025,1027,1029,1031,1033,1035,1037,1039,1041,1043,1045,1047,1049,1051,1053,1055,1057,1059,1061,1063,1065,1067,1069,1071,1073,1075,1077,1079,1081,1083,1085,1087,1089,1091,1093,1095,1097,1099,1101,1103,1105,1107,1109,1111,1113,1115,1117,1119,1121,1123,1125,1127,1129,1131,1133,1135,1137,1139,1141,1143,1145,1147,1149,1151,1153,1155,1157,1159,1161,1163,1165,1167,1169,1171,1173,1175,1177,1179,1181,1183,1185,1187,1189,1191,1193,1195,1197,1199,1201,1203,1205,1207,1209,1211,1213,1215,1217,1219,1221,1223,1225,1227,1229,1231,1233,1235,1237,1239,1241,1243,1245,1247,1249,1251,1253,1255,1257,1259,1261,1263,1265,1267,1269,1271,1273,1275,1277,1279,1281,1283,1285,1287,1289,1291,1293,1295
방촌,0,2,5:55:55,6:09:45,6:23:15,6:35:15,6:46:15,6:56:15,7:06:15,7:15:15,7:24:15,7:32:15,7:39:15,7:45:15,7:51:15,7:57:15,8:02:15,8:07:15,8:12:15,8:17:15,8:22:15,8:27:15,8:32:15,8:37:15,8:42:15,8:47:15,8:52:15,8:57:15,9:02:15,9:07:15,9:12:15,9:17:15,9:22:15,9:27:15,9:32:15,9:37:15,9:42:15,9:48:15,9:55:15,10:02:15,10:10:15,10:18:15,10:26:15,10:34:15,10:42:15,10:50:15,10:58:15,11:06:15,11:14:15,11:22:15,11:30:15,11:38:15,11:46:15,11:54:15,12:02:15,12:10:15,12:18:15,12:26:15,12:34:15,12:42:15,12:50:15,12:58:15,13:06:15,13:14:15,13:22:15,13:30:15,13:38:15,13:46:15,13:54:15,14:02:15,14:10:15,14:18:15,14:26:15,14:34:15,14:42:15,14:50:15,14:58:15,15:06:15,15:14:15,15:22:15,15:30:15,15:38:15,15:46:15,15:54:15,16:02:15,16:10:15,16:18:15,16:26:15,16:34:15,16:42:15,16:50:15,16:58:15,17:06:15,17:14:15,17:22:15,17:30:15,17:37:15,17:43:15,17:49:15,17:54:15,17:59:15,18:04:15,18:09:15,18:14:15,18:19:15,18:24:15,18:29:15,18:34:15,18:39:15,18:44:15,18:49:15,18:54:15,18:59:15,19:04:15,19:10:15,19:17:15,19:24:15,19:32:15,19:40:15,19:48:15,19:56:15,20:04:15,20:12:15,20:20:15,20:28:15,20:36:15,20:44:15,20:52:15,21:00:15,21:08:15,21:16:15,21:24:15,21:32:15,21:40:15,21:48:15,21:56:15,22:04:15,22:12:15,22:20:15,22:28:15,22:36:15,22:44:15,22:52:15,23:00:15,23:09:15,23:18:15,23:28:15,23:38:15,23:49:15,
용계,0,2,5:57:45,6:11:35,6:25:05,6:37:05,6:48:05,6:58:05,7:08:05,7:17:05,7:26:05,7:34:05,7:41:05,7:47:05,7:53:05,7:59:05,8:04:05,8:09:05,8:14:05,8:19:05,8:24:05,8:29:05,8:34:05,8:39:05,8:44:05,8:49:05,8:54:05,8:59:05,9:04:05,9:09:05,9:14:05,9:19:05,9:24:05,9:29:05,9:34:05,9:39:05,9:44:05,9:50:05,9:57:05,10:04:05,10:12:05,10:20:05,10:28:05,10:36:05,10:44:05,10:52:05,11:00:05,11:08:05,11:16:05,11:24:05,11:32:05,11:40:05,11:48:05,11:56:05,12:04:05,12:12:05,12:20:05,12:28:05,12:36:05,12:44:05,12:52:05,13:00:05,13:08:05,13:16:05,13:24:05,13:32:05,13:40:05,13:48:05,13:56:05,14:04:05,14:12:05,14:20:05,14:28:05,14:36:05,14:44:05,14:52:05,15:00:05,15:08:05,15:16:05,15:24:05,15:32:05,15:40:05,15:48:05,15:56:05,16:04:05,16:12:05,16:20:05,16:28:05,16:36:05,16:44:05,16:52:05,17:00:05,17:08:05,17:16:05,17:24:05,17:32:05,17:39:05,17:45:05,17:51:05,17:56:05,18:01:05,18:06:05,18:11:05,18:16:05,18:21:05,18:26:05,18:31:05,18:36:05,18:41:05,18:46:05,18:51:05,18:56:05,19:01:05,19:06:05,19:12:05,19:19:05,19:26:05,19:34:05,19:42:05,19:50:05,19:58:05,20:06:05,20:14:05,20:22:05,20:30:05,20:38:05,20:46:05,20:54:05,21:02:05,21:10:05,21:18:05,21:26:05,21:34:05,21:42:05,21:50:05,21:58:05,22:06:05,22:14:05,22:22:05,22:30:05,22:38:05,22:46:05,22:54:05,23:02:05,23:11:05,23:20:05,23:30:05,23:40:05,23:51:05,
율하,0,2,5:59:50,6:13:40,6:27:10,6:39:10,6:50:10,7:00:10,7:10:10,7:19:10,7:28:10,7:36:10,7:43:10,7:49:10,7:55:10,8:01:10,8:06:10,8:11:10,8:16:10,8:21:10,8:26:10,8:31:10,8:36:10,8:41:10,8:46:10,8:51:10,8:56:10,9:01:10,9:06:10,9:11:10,9:16:10,9:21:10,9:26:10,9:31:10,9:36:10,9:41:10,9:46:10,9:52:10,9:59:10,10:06:10,10:14:10,10:22:10,10:30:10,10:38:10,10:46:10,10:54:10,11:02:10,11:10:10,11:18:10,11:26:10,11:34:10,11:42:10,11:50:10,11:58:10,12:06:10,12:14:10,12:22:10,12:30:10,12:38:10,12:46:10,12:54:10,13:02:10,13:10:10,13:18:10,13:26:10,13:34:10,13:42:10,13:50:10,13:58:10,14:06:10,14:14:10,14:22:10,14:30:10,14:38:10,14:46:10,14:54:10,15:02:10,15:10:10,15:18:10,15:26:10,15:34:10,15:42:10,15:50:10,15:58:10,16:06:10,16:14:10,16:22:10,16:30:10,16:38:10,16:46:10,16:54:10,17:02:10,17:10:10,17:18:10,17:26:10,17:34:10,17:41:10,17:47:10,17:53:10,17:58:10,18:03:10,18:08:10,18:13:10,18:18:10,18:23:10,18:28:10,18:33:10,18:38:10,18:43:10,18:48:10,18:53:10,18:58:10,19:03:10,19:08:10,19:14:10,19:21:10,19:28:10,19:36:10,19:44:10,19:52:10,20:00:10,20:08:10,20:16:10,20:24:10,20:32:10,20:40:10,20:48:10,20:56:10,21:04:10,21:12:10,21:20:10,21:28:10,21:36:10,21:44:10,21:52:10,22:00:10,22:08:10,22:16:10,22:24:10,22:32:10,22:40:10,22:48:10,22:56:10,23:04:10,23:13:10,23:22:10,23:32:10,23:42:10,23:53:10,
신기,0,2,6:01:40,6:15:30,6:29:00,6:41:00,6:52:00,7:02:00,7:12:00,7:21:00,7:30:00,7:38:00,7:45:00,7:51:00,7:57:00,8:03:00,8:08:00,8:13:00,8:18:00,8:23:00,8:28:00,8:33:00,8:38:00,8:43:00,8:48:00,8:53:00,8:58:00,9:03:00,9:08:00,9:13:00,9:18:00,9:23:00,9:28:00,9:33:00,9:38:00,9:43:00,9:48:00,9:54:00,10:01:00,10:08:00,10:16:00,10:24:00,10:32:00,10:40:00,10:48:00,10:56:00,11:04:00,11:12:00,11:20:00,11:28:00,11:36:00,11:44:00,11:52:00,12:00:00,12:08:00,12:16:00,12:24:00,12:32:00,12:40:00,12:48:00,12:56:00,13:04:00,13:12:00,13:20:00,13:28:00,13:36:00,13:44:00,13:52:00,14:00:00,14:08:00,14:16:00,14:24:00,14:32:00,14:40:00,14:48:00,14:56:00,15:04:00,15:12:00,15:20:00,15:28:00,15:36:00,15:44:00,15:52:00,16:00:00,16:08:00,16:16:00,16:24:00,16:32:00,16:40:00,16:48:00,16:56:00,17:04:00,17:12:00,17:20:00,17:28:00,17:36:00,17:43:00,17:49:00,17:55:00,18:00:00,18:05:00,18:10:00,18:15:00,18:20:00,18:25:00,18:30:00,18:35:00,18:40:00,18:45:00,18:50:00,18:55:00,19:00:00,19:05:00,19:10:00,19:16:00,19:23:00,19:30:00,19:38:00,19:46:00,19:54:00,20:02:00,20:10:00,20:18:00,20:26:00,20:34:00,20:42:00,20:50:00,20:58:00,21:06:00,21:14:00,21:22:00,21:30:00,21:38:00,21:46:00,21:54:00,22:02:00,22:10:00,22:18:00,22:26:00,22:34:00,22:42:00,22:50:00,22:58:00,23:06:00,23:15:00,23:24:00,23:34:00,23:44:00,23:55:00,
반야월,0,2,6:03:30,6:17:20,6:30:50,6:42:50,6:53:50,7:03:50,7:13:50,7:22:50,7:31:50,7:39:50,7:46:50,7:52:50,7:58:50,8:04:50,8:09:50,8:14:50,8:19:50,8:24:50,8:29:50,8:34:50,8:39:50,8:44:50,8:49:50,8:54:50,8:59:50,9:04:50,9:09:50,9:14:50,9:19:50,9:24:50,9:29:50,9:34:50,9:39:50,9:44:50,9:49:50,9:55:50,10:02:50,10:09:50,10:17:50,10:25:50,10:33:50,10:41:50,10:49:50,10:57:50,11:05:50,11:13:50,11:21:50,11:29:50,11:37:50,11:45:50,11:53:50,12:01:50,12:09:50,12:17:50,12:25:50,12:33:50,12:41:50,12:49:50,12:57:50,13:05:50,13:13:50,13:21:50,13:29:50,13:37:50,13:45:50,13:53:50,14:01:50,14:09:50,14:17:50,14:25:50,14:33:50,14:41:50,14:49:50,14:57:50,15:05:50,15:13:50,15:21:50,15:29:50,15:37:50,15:45:50,15:53:50,16:01:50,16:09:50,16:17:50,16:25:50,16:33:50,16:41:50,16:49:50,16:57:50,17:05:50,17:13:50,17:21:50,17:29:50,17:37:50,17:44:50,17:50:50,17:56:50,18:01:50,18:06:50,18:11:50,18:16:50,18:21:50,18:26:50,18:31:50,18:36:50,18:41:50,18:46:50,18:51:50,18:56:50,19:01:50,19:06:50,19:11:50,19:17:50,19:24:50,19:31:50,19:39:50,19:47:50,19:55:50,20:03:50,20:11:50,20:19:50,20:27:50,20:35:50,20:43:50,20:51:50,20:59:50,21:07:50,21:15:50,21:23:50,21:31:50,21:39:50,21:47:50,21:55:50,22:03:50,22:11:50,22:19:50,22:27:50,22:35:50,22:43:50,22:51:50,22:59:50,23:07:50,23:16:50,23:25:50,23:35:50,23:45:50,23:56:50,
각산,0,2,6:05:15,6:19:05,6:32:35,6:44:35,6:55:35,7:05:35,7:15:35,7:24:35,7:33:35,7:41:35,7:48:35,7:54:35,8:00:35,8:06:35,8:11:35,8:16:35,8:21:35,8:26:35,8:31:35,8:36:35,8:41:35,8:46:35,8:51:35,8:56:35,9:01:35,9:06:35,9:11:35,9:16:35,9:21:35,9:26:35,9:31:35,9:36:35,9:41:35,9:46:35,9:51:35,9:57:35,10:04:35,10:11:35,10:19:35,10:27:35,10:35:35,10:43:35,10:51:35,10:59:35,11:07:35,11:15:35,11:23:35,11:31:35,11:39:35,11:47:35,11:55:35,12:03:35,12:11:35,12:19:35,12:27:35,12:35:35,12:43:35,12:51:35,12:59:35,13:07:35,13:15:35,13:23:35,13:31:35,13:39:35,13:47:35,13:55:35,14:03:35,14:11:35,14:19:35,14:27:35,14:35:35,14:43:35,14:51:35,14:59:35,15:07:35,15:15:35,15:23:35,15:31:35,15:39:35,15:47:35,15:55:35,16:03:35,16:11:35,16:19:35,16:27:35,16:35:35,16:43:35,16:51:35,16:59:35,17:07:35,17:15:35,17:23:35,17:31:35,17:39:35,17:46:35,17:52:35,17:58:35,18:03:35,18:08:35,18:13:35,18:18:35,18:23:35,18:28:35,18:33:35,18:38:35,18:43:35,18:48:35,18:53:35,18:58:35,19:03:35,19:08:35,19:13:35,19:19:35,19:26:35,19:33:35,19:41:35,19:49:35,19:57:35,20:05:35,20:13:35,20:21:35,20:29:35,20:37:35,20:45:35,20:53:35,21:01:35,21:09:35,21:17:35,21:25:35,21:33:35,21:41:35,21:49:35,21:57:35,22:05:35,22:13:35,22:21:35,22:29:35,22:37:35,22:45:35,22:53:35,23:01:35,23:09:35,23:18:35,23:27:35,23:37:35,23:47:35,23:58:35,
안심,0,3,6:07:05,6:20:55,6:34:25,6:46:25,6:57:25,7:07:25,7:17:25,7:26:25,7:35:25,,7:50:25,,8:02:25,,8:13:25,,8:23:25,,8:33:25,,8:43:25,,8:53:25,,9:03:25,,9:13:25,,9:23:25,,9:33:25,,9:43:25,,9:53:25,,10:06:25,,10:21:25,,10:37:25,,10:53:25,,11:09:25,,11:25:25,,11:41:25,,11:57:25,,12:13:25,,12:29:25,,12:45:25,,13:01:25,,13:17:25,,13:33:25,,13:49:25,,14:05:25,,14:21:25,,14:37:25,,14:53:25,,15:09:25,,15:25:25,,15:41:25,,15:57:25,,16:13:25,,16:29:25,,16:45:25,,17:01:25,,17:17:25,,17:33:25,,17:48:25,,18:00:25,,18:10:25,,18:20:25,,18:30:25,,18:40:25,,18:50:25,,19:00:25,,19:10:25,,19:21:25,,19:35:25,,19:51:25,,20:07:25,,20:23:25,,20:39:25,,20:55:25,,21:11:25,,21:27:25,,21:43:25,,21:59:25,,22:15:25,,22:31:25,,22:47:25,,23:03:25,,23:20:25,,23:39:25,23:49:25,,
대구한의대병원,0,6,6:09:50,6:23:40,6:37:10,6:49:10,7:00:10,7:10:10,7:20:10,7:29:10,7:38:10,,7:53:10,,8:05:10,,8:16:10,,8:26:10,,8:36:10,,8:46:10,,8:56:10,,9:06:10,,9:16:10,,9:26:10,,9:36:10,,9:46:10,,9:56:10,,10:09:10,,10:24:10,,10:40:10,,10:56:10,,11:12:10,,11:28:10,,11:44:10,,12:00:10,,12:16:10,,12:32:10,,12:48:10,,13:04:10,,13:20:10,,13:36:10,,13:52:10,,14:08:10,,14:24:10,,14:40:10,,14:56:10,,15:12:10,,15:28:10,,15:44:10,,16:00:10,,16:16:10,,16:32:10,,16:48:10,,17:04:10,,17:20:10,,17:36:10,,17:51:10,,18:03:10,,18:13:10,,18:23:10,,18:33:10,,18:43:10,,18:53:10,,19:03:10,,19:13:10,,19:24:10,,19:38:10,,19:54:10,,20:10:10,,20:26:10,,20:42:10,,20:58:10,,21:14:10,,21:30:10,,21:46:10,,22:02:10,,22:18:10,,22:34:10,,22:50:10,,23:06:10,,23:23:10,,23:42:10,23:52:10,,
부호,0,2,6:16:15,6:30:05,6:43:35,6:55:35,7:06:35,7:16:35,7:26:35,7:35:35,7:44:35,,7:59:35,,8:11:35,,8:22:35,,8:32:35,,8:42:35,,8:52:35,,9:02:35,,9:12:35,,9:22:35,,9:32:35,,9:42:35,,9:52:35,,10:02:35,,10:15:35,,10:30:35,,10:46:35,,11:02:35,,11:18:35,,11:34:35,,11:50:35,,12:06:35,,12:22:35,,12:38:35,,12:54:35,,13:10:35,,13:26:35,,13:42:35,,13:58:35,,14:14:35,,14:30:35,,14:46:35,,15:02:35,,15:18:35,,15:34:35,,15:50:35,,16:06:35,,16:22:35,,16:38:35,,16:54:35,,17:10:35,,17:26:35,,17:42:35,,17:57:35,,18:09:35,,18:19:35,,18:29:35,,18:39:35,,18:49:35,,18:59:35,,19:09:35,,19:19:35,,19:30:35,,19:44:35,,20:00:35,,20:16:35,,20:32:35,,20:48:35,,21:04:35,,21:20:35,,21:36:35,,21:52:35,,22:08:35,,22:24:35,,22:40:35,,22:56:35,,23:12:35,,23:29:35,,23:48:35,23:58:35,,
하양,0,,6:18:40,6:32:30,6:46:00,6:58:00,7:09:00,7:19:00,7:29:00,7:38:00,7:47:00,,8:02:00,,8:14:00,,8:25:00,,8:35:00,,8:45:00,,8:55:00,,9:05:00,,9:15:00,,9:25:00,,9:35:00,,9:45:00,,9:55:00,,10:05:00,,10:18:00,,10:33:00,,10:49:00,,11:05:00,,11:21:00,,11:37:00,,11:53:00,,12:09:00,,12:25:00,,12:41:00,,12:57:00,,13:13:00,,13:29:00,,13:45:00,,14:01:00,,14:17:00,,14:33:00,,14:49:00,,15:05:00,,15:21:00,,15:37:00,,15:53:00,,16:09:00,,16:25:00,,16:41:00,,16:57:00,,17:13:00,,17:29:00,,17:45:00,,18:00:00,,18:12:00,,18:22:00,,18:32:00,,18:42:00,,18:52:00,,19:02:00,,19:12:00,,19:22:00,,19:33:00,,19:47:00,,20:03:00,,20:19:00,,20:35:00,,20:51:00,,21:07:00,,21:23:00,,21:39:00,,21:55:00,,22:11:00,,22:27:00,,22:43:00,,22:59:00,,23:15:00,,23:32:00,,23:51:00,0:01:00,,
